start_time,end_time,place,address,activity,temperature,humid,emotion,heart_rate,food,eeg,person,music
2017-04-12 8:05,2017-04-12 8:05,방,/,듣기,/,/,졸림,/,/,/,/,/
2017-04-12 8:05,2017-04-12 8:05,방,/,기상,/,/,기대감,/,/,/,/,/
2017-04-12 8:05,2017-04-12 8:07,방,/,깨우기,/,/,기대감,/,/,/,/,/
2017-04-12 8:07,2017-04-12 8:10,방,/,이동하기,/,/,기대감,/,/,/,/,/
2017-04-12 8:10,2017-04-12 8:11,거실,/,이동하기,/,/,기대감,/,/,/,/,/
2017-04-12 8:11,2017-04-12 8:12,로빈 방,/,깨우기,/,/,기대감,/,/,/,/,/
2017-04-12 8:12,2017-04-12 8:14,화장실,/,씻기,/,/,개운함,/,/,/,제이슨,/
2017-04-12 8:14,2017-04-12 8:35,방,/,환복,/,/,기대됨,/,/,/,/,/
2017-04-12 8:35,2017-04-12 8:36,방,/,확인하기,/,/,우울함,/,/,/,/,/
2017-04-12 8:36,2017-04-12 8:40,방,/,챙기기,/,/,귀찮음,/,/,/,/,/
2017-04-12 8:40,2017-04-12 8:42,방,/,이동하기,/,/,배고픔,/,/,/,/,/
2017-04-12 8:42,2017-04-12 8:43,게스트하우스 거실,/,먹기,/,/,만족함,/,"토스트, 우유",/,/,/
2017-04-12 8:43,2017-04-12 8:48,게스트하우스 거실,/,이동하기,/,/,기분 좋음,/,/,/,로빈과 제이슨,/
2017-04-12 8:48,2017-04-12 8:48,외국인 교회,/,예배 드리기,/,/,기분 좋음,/,/,/,로빈과 제이슨,/
2017-04-12 8:48,2017-04-12 8:48,외국인 교회,/,확인하기,/,/,기대됨,/,/,/,로빈과 제이슨,/
2017-04-12 8:48,2017-04-12 9:02,외국인 교회,/,이동하기,/,/,기대됨,/,/,/,로빈과 제이슨,/
2017-04-12 9:02,2017-04-12 9:04,버스정류장,/,이동하기,/,/,기대됨,/,/,/,로빈과 제이슨,/
2017-04-12 9:04,2017-04-12 9:08,버스정류장,/,탑승하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-12 9:08,2017-04-12 9:10,버스,/,대화하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-12 9:10,2017-04-12 9:10,BIFF 광장,/,구경하기,/,/,시시함,/,/,/,로빈과 제이슨,/
2017-04-12 9:10,2017-04-12 9:33,BIFF 광장,/,보기,/,/,설렘,/,/,/,로빈과 제이슨,/
