start_time,end_time,place,address,activity,temperature,humid,emotion,heart_rate,food,eeg,person,music
2017-06-22 0:00,2017-06-22 0:10,술집,/,도보이동,/,/,배고픔,/,/,/,/,/
2017-06-22 0:10,2017-06-22 2:50,술집,/,음주,/,/,배부름,/,"맥주, 소주, 어묵탕, 제육볶음","맥주, 소주, 어묵탕, 제육볶음",/,/
2017-06-22 2:50,2017-06-22 3:00,집,/,도보이동,/,/,배부름,/,/,/,/,/
2017-06-22 3:00,2017-06-22 10:00,집,/,수면,/,/,배부름,/,/,/,/,/
2017-06-22 10:00,2017-06-22 10:02,집,/,기상,/,/,배고픔,/,/,/,/,/
2017-06-22 10:02,2017-06-22 10:18,집,/,세면,/,/,배고픔,/,/,/,/,/
2017-06-22 10:18,2017-06-22 10:35,집,/,식사,/,/,배부름,/,"우유, 빵","우유, 빵",/,/
2017-06-22 10:35,2017-06-22 10:40,집,/,후식,/,/,배부름,/,수정과,수정과,/,/
2017-06-22 10:40,2017-06-22 10:50,집,/,커피,/,/,배부름,/,아메리카노,아메리카노,/,/
2017-06-22 10:50,2017-06-22 11:00,집,/,세면,/,/,보통,/,/,/,/,/
2017-06-22 11:00,2017-06-22 11:10,집 근처 버스정류장,/,도보이동,/,/,보통,/,/,/,/,/
2017-06-22 11:10,2017-06-22 11:50,명동,/,버스이동,/,/,배고픔,/,/,/,/,/
2017-06-22 11:50,2017-06-22 13:00,고기집,/,도보이동,/,/,배고픔,/,/,/,/,/
2017-06-22 13:00,2017-06-22 14:00,고기집,/,식사,/,/,배부름,/,"삼겹살, 항정살","삼겹살, 항정살",/,/
2017-06-22 14:00,2017-06-22 14:50,베스킨라빈스,/,후식,/,/,배부름,/,아이스크림,아이스크림,/,/
2017-06-22 14:50,2017-06-22 15:00,CGV,/,도보이동,/,/,배부름,/,/,/,/,/
2017-06-22 15:00,2017-06-22 17:00,CGV,/,영화관람,/,/,배부름,/,"팝콘, 콜라","팝콘, 콜라",/,/
2017-06-22 17:00,2017-06-22 17:10,명동 버스정류장,/,도보이동,/,/,배부름,/,/,/,/,/
2017-06-22 17:10,2017-06-22 18:00,집 근처 버스정류장,/,버스이동,/,/,배부름,/,/,/,/,/
2017-06-22 18:00,2017-06-22 18:10,집,/,도보이동,/,/,보통,/,/,/,/,/
2017-06-22 18:10,2017-06-22 18:20,집,/,세면,/,/,보통,/,/,/,/,/
2017-06-22 18:20,2017-06-22 19:00,집,/,식사,/,/,배부름,/,"밥, 김치, 계란후라이","밥, 김치, 계란후라이",/,/
2017-06-22 19:00,2017-06-22 21:00,집,/,영화관람,/,/,배부름,/,/,/,/,/
2017-06-22 21:00,2017-06-22 21:10,카페,/,도보이동,/,/,배부름,/,/,/,/,/
2017-06-22 21:10,2017-06-22 23:30,카페,/,커피,/,/,배부름,/,"바닐라라떼, 케이크","바닐라라떼, 케이크",/,/
2017-06-22 23:30,2017-06-22 23:40,집,/,도보이동,/,/,배부름,/,/,/,/,/
2017-06-22 23:40,2017-06-22 23:50,집,/,세면,/,/,배부름,/,/,/,/,/
2017-06-22 23:50,2017-06-23 0:00,집,/,영양제,/,/,배부름,/,비타민C,비타민C,/,/
