start_time,end_time,place,address,activity,temperature,humid,emotion,heart_rate,food,eeg,person,music
2017-05-17 0:00,2017-05-17 9:00,집,서대문구 연희동,취침,보통,보통,행복,느림,/,/,/,/
2017-05-17 9:00,2017-05-17 9:05,집,서대문구 연희동,기상,보통,보통,행복,느림,/,/,/,/
2017-05-17 9:05,2017-05-17 9:30,집,서대문구 연희동,씻기,보통,보통,중립,느림,/,/,/,/
2017-05-17 9:30,2017-05-17 10:00,집,서대문구 연희동,아침식사,따뜻함,보통,중립,중간,/,/,/,/
2017-05-17 10:00,2017-05-17 13:00,집,서대문구 연희동,동생공부가르침,따뜻함,건조,화남,중간,/,/,/,/
2017-05-17 13:00,2017-05-17 13:30,집,서대문구 연희동,점심식사,따뜻함,건조,후회,중간,/,/,/,/
2017-05-17 13:30,2017-05-17 15:30,집,서대문구 연희동,tv보기,따뜻함,건조,우울,중간,/,/,/,/
2017-05-17 15:30,2017-05-17 19:00,집,서대문구 연희동,컴퓨터,따뜻함,보통,중립,중간,/,/,/,/
2017-05-17 19:00,2017-05-17 20:00,집,서대문구 연희동,저녁식사,보통,보통,행복,중간,/,/,/,/
2017-05-17 20:00,2017-05-17 20:45,집,서대문구 연희동,거실청소,보통,보통,피곤,중간,/,/,/,/
2017-05-17 20:45,2017-05-17 21:30,집,서대문구 연희동,샤워,보통,보통,개운,느림,/,/,/,/
2017-05-17 21:30,2017-05-17 22:00,집,서대문구 연희동,간식,보통,보통,행복,느림,/,/,/,/
2017-05-17 22:00,2017-05-17 23:30,집,서대문구 연희동,핸드폰게임,보통,보통,화남,중간,/,/,/,/
2017-05-17 23:30,2017-05-18 8:00,집,서대문구 연희동,취침,보통,보통,/,느림,/,/,/,/
