start_time,end_time,activity,place,address,location,person,food,amount_of_food,meal_type,hunger,emotion,tiredness,temperature,humidity,
2018-05-09 0:00,2018-05-09 1:20,업무,집|방,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,긍정,높음,낮음,보통
2018-05-09 1:20,2018-05-09 1:30,기타|세수,집|화장실,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,부정,높음,낮음,높음
2018-05-09 1:30,2018-05-09 1:35,기타|로션,집|방,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,부정,높음,낮음,보통
2018-05-09 1:35,2018-05-09 1:55,사교|연락,집|방,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,긍정,높음,낮음,보통
2018-05-09 1:55,2018-05-09 2:10,수동적 여가|웹툰,집|방,성남시 분당구 야탑동,실내,혼자,/,/,/,예,보통,높음,낮음,보통
2018-05-09 2:10,2018-05-09 10:20,수면,집|방,성남시 분당구 야탑동,실내,혼자,/,/,/,예,보통,높음,낮음,높음
2018-05-09 10:20,2018-05-09 10:30,기타|식사준비,집|부엌,성남시 분당구 야탑동,실내,혼자,/,/,/,예,부정,낮음,낮음,높음
2018-05-09 10:30,2018-05-09 10:40,식사,집|부엌,성남시 분당구 야탑동,실내,혼자,한식,많음ㄴ,점심,예,긍정,매우 낮음,낮음,보통
2018-05-09 10:40,2018-05-09 10:50,기타|샤워,집|화장실,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,부정,매우 낮음,매우 높음,매우 높음
2018-05-09 10:50,2018-05-09 10:55,기타|로션,집|방,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,부정,매우 낮음,낮음,보통
2018-05-09 10:55,2018-05-09 11:30,사교,집|거실,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,긍정,매우 낮음,매우 낮음,낮음
2018-05-09 11:30,2018-05-09 11:55,식사,집|부엌,성남시 분당구 야탑동,실내,혼자,기타|물,적음,기타,아니오,보통,매우 낮음,낮음,보통
2018-05-09 11:55,2018-05-09 12:05,기타|레슨준비,집|방,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,보통,매우 낮음,낮음,보통
2018-05-09 12:05,2018-05-09 12:15,능동적 여가|담배,집|방,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,긍정,매우 낮음,낮음,높음
2018-05-09 12:15,2018-05-09 13:00,업무|레슨,집|방,성남시 분당구 야탑동,실내,데면한 관계,/,/,/,아니오,부정,매우 낮음,낮음,높음
2018-05-09 13:00,2018-05-09 13:08,능동적 여가|담배,집|방,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,부정,매우 낮음,낮음,보통
2018-05-09 13:08,2018-05-09 13:10,기타|소변,집|화장실,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,보통,낮음,매우 낮음,높음
2018-05-09 13:10,2018-05-09 14:00,업무|레슨,집|방,성남시 분당구 야탑동,실내,데면한 관계,/,/,/,아니오,긍정,낮음,낮음,높음
2018-05-09 14:00,2018-05-09 14:10,능동적 여가|담배,집|방,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,긍정,낮음,낮음,높음
2018-05-09 14:10,2018-05-09 15:05,업무|레슨,집|방,성남시 분당구 야탑동,실내,데면한 관계,/,/,/,아니오,보통,낮음,낮음,보통
2018-05-09 15:05,2018-05-09 15:15,능동적 여가|담배,집|방,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,긍정,낮음,낮음,높음
2018-05-09 15:15,2018-05-09 16:00,업무|레슨,집|방,성남시 분당구 야탑동,실내,데면한 관계,/,/,/,아니오,보통,낮음,낮음,높음
2018-05-09 16:00,2018-05-09 16:35,사교|SNS,집|거실,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,보통,낮음,낮음,보통
2018-05-09 16:35,2018-05-09 16:50,식사,집|부엌,성남시 분당구 야탑동,실내,혼자,기타,적음,간식,아니오,보통,낮음,매우 낮음,보통
2018-05-09 16:50,2018-05-09 16:55,기타|양치,집|방,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,보통,낮음,낮음,보통
2018-05-09 16:55,2018-05-09 17:05,능동적 여가|담배,집|방,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,긍정,낮음,낮음,보통
2018-05-09 17:05,2018-05-09 18:00,업부|작업,집|방,성남시 분당구 야탑동,실내,데면한 관계,/,/,/,아니오,보통,낮음,낮음,낮음
2018-05-09 18:00,2018-05-09 19:00,업무|레슨,집|방,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,긍정,낮음,낮음,높음
2018-05-09 19:00,2018-05-09 19:10,능동적 여가|담배,집|방,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,보통,낮음,낮음,높음
2018-05-09 19:10,2018-05-09 20:10,업무|레슨,집|방,성남시 분당구 야탑동,실내,데면한 관계,/,/,/,아니오,보통,낮음,낮음,보통
2018-05-09 20:10,2018-05-09 20:30,수동적여가|TV,집|거실,성남시 분당구 야탑동,실내,친밀한 관계,/,/,/,아니오,보통,낮음,낮음,납음
2018-05-09 20:30,2018-05-09 20:50,기타|식사준비,집|부엌,성남시 분당구 야탑동,실내,혼자,한식,많음,저녁,아니오,긍정,낮음,낮음,높음
2018-05-09 20:50,2018-05-09 21:10,식사,집|부엌,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,보통,낮음,낮음,보통
2018-05-09 21:10,2018-05-09 21:20,청소|설거지,집|부엌,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,보통,낮음,낮음,높음
2018-05-09 21:20,2018-05-09 21:25,기타|양치,집|화장실,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,보통,높음,낮음,높음
2018-05-09 21:25,2018-05-09 22:10,사교,집|방,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,긍정,낮음,낮음,높음
2018-05-09 22:10,2018-05-09 22:20,청소,집|거실,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,부정,높음,낮음,보통
2018-05-09 22:20,2018-05-09 23:10,업무|작업,집|방,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,보통,높음,낮음,보통
2018-05-09 23:10,2018-05-09 23:20,능동적 여가|담배,집|방,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,보통,높음,매우 낮음,높음
2018-05-09 23:20,2018-05-09 23:35,사교|SNS,집|방,성남시 분당구 야탑동,실내,혼자,/,/,/,아니오,긍정,높음,낮음,높음
