start_time,end_time,place,address,activity,temperature,humid,emotion,heart_rate,food,eeg,person,music
2017-08-14 0:00,2017-08-14 1:00,집,포천,영상통화,맑음,보통,기분좋음,빠름,/,/,사나,/
2017-08-14 1:00,2017-08-14 1:30,집,포천,미드감상,맑음,보통,기분좋음,빠름,/,/,/,/
2017-08-14 1:30,2017-08-14 2:00,집,포천,SNS,맑음,보통,피곤함,보통,/,/,/,/
2017-08-14 2:00,2017-08-14 3:30,집,포천,게임,맑음,보통,보통,빠름,/,/,/,/
2017-08-14 3:30,2017-08-14 11:00,집,포천,수면,맑음,보통,피곤함,느림,/,/,/,/
2017-08-14 11:00,2017-08-14 12:30,집,포천,외출준비,맑음,보통,보통,보통,/,/,/,/
2017-08-14 12:30,2017-08-14 14:50,포천,포천,지하철타기타기,맑음,보통,보통,보통,/,/,사나,/
2017-08-14 14:50,2017-08-14 15:00,신촌거리,신촌,걷기,맑음,보통,보통,보통,/,/,사나,/
2017-08-14 15:00,2017-08-14 17:00,신촌카페,신촌,대화,맑음,보통,보통,보통,/,/,사나,/
2017-08-14 17:00,2017-08-14 17:10,신촌거리,신촌,걷기,맑음,보통,보통,보통,/,/,사나,/
2017-08-14 17:10,2017-08-14 18:00,음식점,신촌,음식섭취,맑음,보통,보통,보통,/,/,/,/
2017-08-14 18:00,2017-08-14 18:10,신촌거리,신촌,걷기,맑음,보통,보통,보통,/,/,사나,/
2017-08-14 18:10,2017-08-14 19:00,노래방,신촌,노래,맑음,보통,기분좋음,빠름,/,/,사나,/
2017-08-14 19:00,2017-08-14 19:40,신촌거리,신촌,걷기,맑음,보통,보통,보통,/,/,사나,/
2017-08-14 19:40,2017-08-14 21:00,집,신촌,과제,맑음,보통,보통,느림,/,/,/,/
2017-08-14 21:00,2017-08-14 23:00,집,신촌,영화관람,맑음,보통,보통,빠름,/,/,/,/
2017-08-14 23:00,2017-08-15 0:01,집,신촌,영상통화,맑음,보통,보통,느림,/,/,사나,/
