start_time,end_time,place,address,activity,temperature,humid,emotion,heart_rate,food,eeg,person,music
2017-04-21 0:00,2017-04-21 9:20,집,/,취침,/,/,나쁨,/,/,/,/,/
2017-04-21 9:20,2017-04-21 9:25,집,/,기상,/,/,나쁨,/,/,/,/,/
2017-04-21 9:25,2017-04-21 10:00,집,/,씻기,/,/,나쁨,/,/,/,"박재웅, 강재윤",/
2017-04-21 10:00,2017-04-21 11:00,학교,/,이동,/,/,나쁨,/,/,/,박재웅,/
2017-04-21 11:00,2017-04-21 13:00,학교,/,수업,/,/,나쁨,/,/,/,/,/
2017-04-21 13:00,2017-04-21 13:10,동아리방,/,이동,/,/,나쁨,/,/,/,박재웅,/
2017-04-21 13:10,2017-04-21 13:30,동아리방,/,식사주문,/,/,나쁨,/,/,/,박재웅,/
2017-04-21 13:30,2017-04-21 14:00,동아리방,/,식사,/,/,좋음,/,/,/,박성수,/
2017-04-21 14:00,2017-04-21 16:20,학교,/,수업,/,/,중립,/,/,/,"박성수, 박재웅",/
2017-04-21 16:20,2017-04-21 16:30,설빙,/,이동,/,/,좋음,/,/,/,"박성수, 박재웅",/
2017-04-21 16:30,2017-04-21 17:00,설빙,/,간식,/,/,약간 좋음,/,/,/,박성수,/
2017-04-21 17:00,2017-04-21 17:40,유자유,/,식사,/,/,약간 좋음,/,/,/,"박성수, 박재웅, 아이다",/
2017-04-21 17:40,2017-04-21 18:00,동아리방,/,페이스북,/,/,중립,/,/,/,/,/
2017-04-21 18:00,2017-04-21 18:50,학교,/,수업,/,/,약간나쁨,/,/,/,동아리대표자들,/
2017-04-21 18:50,2017-04-21 19:00,학교,/,이동,/,/,약간나쁨,/,/,/,/,/
2017-04-21 19:00,2017-04-21 23:00,학교,/,동아리대표자회의,/,/,나쁨,/,/,/,/,/
2017-04-21 23:00,2017-04-22 0:00,학교,/,이동,/,/,나쁨,/,/,/,/,/
