start_time,end_time,activity,place,address,location,person,food,amount_of_food,meal_type,hunger,emotion,tiredness,temperature,humidity,,,,,,,,,
2018-09-24 6:00,2018-09-24 6:20,기타,집,서울시 서대문구 연희동,실외,혼자,/,/,/,아니오,보통,낮음,높음,높음,,,,,,,,,
2018-09-24 6:20,2018-09-24 6:40,수면,집,서울시 서대문구 연희동,실내,혼자,/,/,/,아니오,보통,낮음,높음,높음,,,,,,,,,
2018-09-24 6:40,2018-09-24 6:50,수면,집,서울시 서대문구 연희동,실내,혼자,/,/,/,아니오,보통,낮음,높음,높음,,,,,,,,,
2018-09-24 7:00,2018-09-24 7:30,공부,집,서울시 서대문구 연희동,실내,혼자,/,/,/,아니오,보통,낮음,높음,높음,,,,,,,,,
2018-09-24 7:30,2018-09-24 8:00,식사,집,서울시 서대문구 연희동,실내,혼자,한식| 라면,적음,아침,아니오,긍정,낮음,높음,높음,,,,,,,,,
2018-09-24 8:00,2018-09-24 8:20,청소,집,서울시 서대문구 연희동,실내,혼자,/,/,/,아니오,긍정,낮음,높음,높음,,,,,,,,,
2018-09-24 8:20,2018-09-24 8:40,수면,집,서울시 서대문구 연희동,실내,혼자,/,/,/,아니오,긍정,낮음,높음,보통,,,,,,,,,
2018-09-24 8:40,2018-09-24 9:00,수면,집,서울시 서대문구 연희동,실내,혼자,/,/,/,아니오,보통,낮음,높음,보통,,,,,,,,,
2018-09-24 9:00,2018-09-24 9:30,수면,집,서울시 서대문구 연희동,실내,혼자,/,/,/,아니오,보통,낮음,높음,보통,,,,,,,,,
2018-09-24 9:30,2018-09-24 10:00,공부,학교|공D605,서울시 서대문구 연희동,실내,혼자,/,/,/,아니오,보통,낮음,높음,보통,,,,,,,,,
2018-09-24 10:00,2018-09-24 10:20,공부,학교|공D605,서울시 서대문구 연희동,실내,혼자,/,/,/,아니오,보통,낮음,높음,보통,,,,,,,,,
2018-09-24 10:20,2018-09-24 10:40,공부,학교|공D405,서울시 서대문구 연희동,실내,혼자,/,/,/,아니오,긍정,낮음,높음,보통,,,,,,,,,
2018-09-24 10:40,2018-09-24 10:55,공부,학교|공D405,서울시 서대문구 연희동,실내,데면한 사람|수미,/,/,/,아니오,긍정,높음,높음,보통,,,,,,,,,
2018-09-24 10:55,2018-09-24 11:20,공부,학교|공D405,서울시 서대문구 연희동,실내,데면한 사람|수미,/,/,/,아니오,긍정,높음,높음,보통,,,,,,,,,
2018-09-24 11:20,2018-09-24 11:40,공부,학교|도서관,서울시 서대문구 연희동,실내,데면한 사람|민지,/,/,/,예,긍정,높음,높음,보통,,,,,,,,,
2018-09-24 11:40,2018-09-24 11:50,식사,식당,서울시 서대문구 연희동,실내,혼자,양식| spaghetti pasta,적음,점식,예,보통,높음,높음,보통,,,,,,,,,
2018-09-24 11:50,2018-09-24 12:20,식사,식당,서울시 서대문구 연희동,실내,친밀한 사람|영수,양식| spaghetti pasta,적음,점식,예,보통,높음,높음,보통,,,,,,,,,
2018-09-24 12:20,2018-09-24 12:40,식사,식당,서울시 서대문구 연희동,실내,친밀한 사람|영수,양식| spaghetti pasta,적음,점식,아니오,보통,높음,높음,보통,,,,,,,,,
2018-09-24 12:40,2018-09-24 13:00,공부,학교|도서관,서울시 서대문구 연희동,실내,친밀한 사람|영수,/,/,/,아니오,보통,높음,높음,보통,,,,,,,,,
2018-09-24 13:00,2018-09-24 13:30,공부,학교|도서관,서울시 서대문구 연희동,실내,혼자,/,/,/,아니오,긍정,높음,높음,보통,,,,,,,,,
2018-09-24 13:30,2018-09-24 13:50,공부,학교|공D405,서울시 서대문구 연희동,실내,혼자,/,/,/,아니오,긍정,높음,높음,보통,,,,,,,,,
2018-09-24 13:50,2018-09-24 14:40,공부,학교|공D405,서울시 서대문구 연희동,실내,혼자,/,/,/,아니오,보통,높음,높음,보통,,,,,,,,,
2018-09-24 14:40,2018-09-24 15:40,공부,학교|공D405,서울시 서대문구 연희동,실내,혼자,/,/,/,아니오,보통,높음,높음,보통,,,,,,,,,
2018-09-24 15:40,2018-09-24 16:00,식사,집,서울시 서대문구 연희동,실내,혼자,한식,많음,적녁,아니오,보통,높음,높음,보통,,,,,,,,,
2018-09-24 16:00,2018-09-24 16:40,능동적 여가|pc game,집,서울시 서대문구 연희동,실내,혼자,/,/,/,아니오,보통,높음,높음,보통,,,,,,,,,
2018-09-24 16:40,2018-09-24 17:00,능동적 여가|pc game,집,서울시 서대문구 연희동,실내,혼자,/,/,/,예,긍정,높음,높음,보통,,,,,,,,,
2018-09-24 17:00,2018-09-24 19:00,능동적 여가|TV,집,서울시 서대문구 연희동,실내,혼자,/,/,/,예,긍정,높음,낮음,보통,,,,,,,,,
2018-09-24 19:00,2018-09-24 20:00,식사,집,서울시 서대문구 연희동,실내,혼자,간식,많음,야식,예,긍정,높음,낮음,높음,,,,,,,,,
2018-09-24 20:00,2018-09-24 21:00,식사,집,서울시 서대문구 연희동,실내,혼자,간식,많음,야식,예,긍정,높음,낮음,높음,,,,,,,,,
2018-09-24 21:00,2018-09-24 21:30,식사,집,서울시 서대문구 연희동,실내,혼자,간식,많음,야식,아니오,긍정,높음,낮음,높음,,,,,,,,,
